评论时间,昵称,评论内容
2020-11-01 11:07:25,犟犟牛牛,离现实最接近的只有纳米丝了。
2020-11-01 11:05:24,犟犟牛牛,致敬！
2020-11-01 10:44:44,举恒永忘之间,按照原著的综合表述：宇宙是从高维往低维降阶的，不管是因为战争还是什么原因。再根据蓝色空间成员在四维空间里听魔戒说的话可以了解到归零者很有可能是逃出去的鱼，所以它们不怕暴露，技术超越一切也是可以理解的，因为它们可能是高维的技术
2020-11-01 10:43:13,举恒永忘之间,按照原著的综合表述：宇宙是从高维往低维降阶的，不管是因为战争还是什么原因。再根据蓝色空间成员在四维空间里听魔戒说的话：归零者很有可能是逃出去的鱼，所以它们不怕暴露，技术超越一切也是可以理解的
2020-11-01 09:53:17,冥王星和它的卡戎,宇宙年龄只是大致估算，135到140各种说法都见过，这就不用纠结了
2020-11-01 09:39:58,多啦ABC梦_nJ9j,浸泡
2020-11-01 00:00:10,浊心待明,让我看你一眼，就看一眼。
2020-10-31 23:59:33,某佳的骑士父亲,人类的未来，是会像三体般悲壮，还是stellaris那般史诗
2020-10-31 23:57:45,浊心待明,有一天，这干枯过无数次的海又会再次干枯。
2020-10-31 23:29:26,毛豆毛豆炒鸡蛋,三体可能并没有必要理解其中原理，只是发现了暴露即灭亡这个事实
2020-10-31 23:23:36,_-快_乐-_,云天明还真就最强大脑呗
2020-10-31 20:01:20,生命诚可贵love价更高,是的。宇宙根本不在乎人类
2020-10-31 18:57:12,vidtgiout,人有国，音无界，知己难得，听千曲，留万字，情怀不表， 网络天下，易节寒暑，云雨缥缈，音传千里，乐以传教。
2020-10-31 18:56:52,沧极无尘,词填的真好。
2020-10-31 18:53:26,affectionate-love,把人类看做虫子的三体人似乎忘记了一个事实：虫子从来就没有被真正战胜过。
2020-10-31 11:27:02,仐圠,纬度，时间，空间，所有我们能够想的的物理形态之外的生物，我们无法理解无法探知的存在。
2020-10-31 10:23:36,妖怪多1712,这个封面很贴合
2020-10-31 09:54:13,忘川留情,傻孩子燃起了火堆傻孩子笑着说我在这里
2020-10-31 09:27:25,半月椰子酥,王者荣耀的世界观总工程师就是大刘啊[大哭][大哭][大哭]
2020-10-31 09:11:49,四月过客,我地质锤不配拥有姓名？？？（手动滑稽
2020-10-31 00:06:05,奇怪的罗非鱼又冰冻了,那晚来的二向箔被二向化后会变成一向丝吗？
2020-10-31 00:03:57,奇怪的罗非鱼又冰冻了,程心加入游戏全太阳系断网断电，全员增加50个debuff，水晶自己掉血，人类反复去世三体，歌者等文明网络延迟归零，自带50个buff，一刀秒一个，水晶无限回血，全员无限复活罗辑，维德，章北海，史强，云天明，关一帆，丁仪等举报了游戏三体游戏永久停服，程心获得永生buff，成为最终的赢家众：淦！
2020-10-31 00:03:24,奇怪的罗非鱼又冰冻了,程心加入游戏全太阳系断网断电，全员增加50个debuff，水晶自己掉血，人类反复去世三体，歌者等文明网络延迟归零，自带50个buff，一刀秒一个，水晶无限回血，全员无限复活罗辑，维德，章北海，史强，云天明，关一帆，丁仪等举报了游戏三体游戏永久停服，程心获得永生buff，成为最终的赢家众：淦！
2020-10-30 23:55:26,奇怪的罗非鱼又冰冻了,罗非鱼？叫我？
2020-10-30 23:54:06,奇怪的罗非鱼又冰冻了,最没用的人：汪三水（等等，他是谁啊）
2020-10-30 23:52:29,奇怪的罗非鱼又冰冻了,想起来了，当年菜鸟MV，三厨碰头
2020-10-30 23:52:02,奇怪的罗非鱼又冰冻了,应该是在一个MC歌里见过
2020-10-30 23:51:37,奇怪的罗非鱼又冰冻了,我在一个评论里见过你
2020-10-30 23:51:16,奇怪的罗非鱼又冰冻了,叫我？
2020-10-30 23:50:20,奇怪的罗非鱼又冰冻了,拖更者神游八方，我是你的催更人
2020-10-30 23:48:35,奇怪的罗非鱼又冰冻了,先看看，应该还行
2020-10-30 23:48:02,奇怪的罗非鱼又冰冻了,拍摄了……
2020-10-30 23:46:21,奇怪的罗非鱼又冰冻了,都是我的三体歌，凭什么不能刷？
2020-10-30 21:43:21,一只平平无奇的大白鹅-颜颜,啦时作者的感性
2020-10-30 21:42:27,一只平平无奇的大白鹅-颜颜,两千响够吗
2020-10-30 21:39:39,一只平平无奇的大白鹅-颜颜,逻辑说过，让所有三体舰队和水滴全部返航
2020-10-30 21:29:30,一只平平无奇的大白鹅-颜颜,称心:老子还玩**个锤子
2020-10-30 21:27:55,一只平平无奇的大白鹅-颜颜,因为个批了
2020-10-30 21:24:29,一只平平无奇的大白鹅-颜颜,我告诉你，其实是刘慈欣运用了神之力量，帮归零者突破了猜疑链
2020-10-30 21:15:21,一只平平无奇的大白鹅-颜颜,不，更长远来看，是作者杀了罗辑
2020-10-30 21:14:12,一只平平无奇的大白鹅-颜颜,星弟，要打就大哥做作业会死的钢印呀
2020-10-30 19:19:32,音乐可以改变一个人的思想,聆听！
2020-10-30 06:33:03,miku-suki-,都好听(ง •̀_•́)ง
2020-10-30 06:11:04,青鱼-梓,你是真神游？
2020-10-30 00:34:11,末尘人,人类不配感谢罗辑
2020-10-30 00:04:23,孤坟墓前忠骨尸寒,虫子还没被打败
2020-10-30 00:02:06,孤坟墓前忠骨尸寒,不知名的妹子叫白蓉
2020-10-29 21:47:09,星澜Starillow,程               心
2020-10-29 21:36:06,迟到的评论君,什么叫不再从六点打开？
2020-10-29 20:04:53,O多金,是的
2020-10-29 18:51:57,cctb0508,你们可能不知道，一个人毁灭太阳系和搞翻面壁计划是什么概念，我们一般只会用两个字形容这种人—圣母！我说过，当年罗辑用几千吨核弹逼走了三体人，我程心用威慑计划在逼走一次他们，不是问题！诶，先送一个大脑，曲速很有潜力，可惜发展不得，反正我都能搞定。
2020-10-29 18:51:20,cctb0508,怎么，三体你快一点啊三体！来，给三体送一整个舰队，给三体送一群舰队。来，用水滴搞我啊，冲击太阳，漂亮！一张二向箔你能秒我？你能秒杀我？你今天能用二向箔把我程心秒了，我当场！就把这个智子吃掉。接着，太阳系毁灭。
2020-10-28 21:49:26,我TM很快就到你家门口,水滴以人类力学无法解释的力量拐了一个40º的锐角，直冲第一舰队的无限边疆号而来
2020-10-28 21:44:29,一只豸辞,「靓仔疑惑」
2020-10-28 21:43:29,manxhrbfhidnfjqlcnfiekdn,由此看来，宇宙的形态与其说是猎人拿枪互相警惕对方的“黑暗森林”，倒不如说是一个四处都是互不关心的拾荒者的“大垃圾场”而已
2020-10-28 21:43:14,一只豸辞,不至于不至于，都是三体的曲子啊
2020-10-28 21:40:35,manxhrbfhidnfjqlcnfiekdn,黑暗森林是一个极其不完备的理论。若猎人A在黑暗森林中发现猎人B，A应该开枪。那么请问：攻击是否发出“枪声”？“枪声”是否会引来其它文明？“子弹”是否能够杀死B？B的出现是B的不经意还是B的试探？被引来的文明C、D、E、F等是否会重复上述思考？
2020-10-28 21:34:50,Astons117,哈哈哈
2020-10-28 20:47:32,酸甜可口氯化钠,ky爬
2020-10-28 20:45:54,酸甜可口氯化钠,还有三体
2020-10-28 20:45:51,酸甜可口氯化钠,斯，你知道崩坏系列吗
2020-10-28 19:29:35,空梦卍幻象,这就很。。。。
2020-10-28 18:52:02,热心市民魏小某,8程心
2020-10-28 18:28:34,左手持花_,满天繁星，举目皆敌。突然细想明白这句话，真的能让自己抽搐一下，天空中的每一个亮点都在虎视眈眈的看着我们，说不定毁灭正在路上，或者下一秒就是毁灭。
2020-10-27 23:10:46,roushanman,结合上一条热评，归零者是凹凸曼
2020-10-27 23:07:41,久羞,因为王者背景故事就是刘慈欣写的
2020-10-27 21:59:56,80式,草！！
2020-10-27 19:44:44,idontlikemuer,但叶文洁却是是个很让人喜欢的反派，起码还告诉了罗辑黑暗森林，但另一位纯属emmm
2020-10-27 19:42:23,小马奔腾万赫雷,深海老酒值得拥有姓名
2020-10-27 15:23:23,学吉他只为演奏无题,其实我觉得大刘确实有点... 很隐晦，笔下的男性大多都理智并且很大贡献，不管聪不聪明，女性则是不管聪不聪明，肯定都不理智，沾点nt
2020-10-27 15:21:02,学吉他只为演奏无题,她有错，因为她是伪装的很好的利己主义者。在澳大利亚逃跑的时候她可以让座给几个小女孩的，但她只想保住自己。她骗了全人类。
2020-10-27 08:34:32,浪子_莲,那个。。。王者荣耀的背景故事指导就是刘慈欣。
2020-10-27 07:10:40,一条抓猫的鱼,可以去听听夜航星，不会让你失望的
2020-10-26 23:45:36,释负的心,习惯了黑暗森林的人 看到阳光也会受伤
2020-10-26 22:56:05,ZPLRD,其实顶级文明就已经能认清宇宙的终极是什么了，无暇顾及人类的所谓黑暗森林法则，甚至于黑暗森林法则本来就是人类的被迫害妄想症的结晶而已，生在一个注定要毁灭全文明的宇宙里，侵略往往是最浪费时间的，没错，宇宙的终极就是死，死一般的寂静。
2020-10-26 19:29:17,音乐可以改变一个人的思想,[可爱][可爱]
2020-10-26 16:44:45,邪水1327,哇，嘻嘻~
2020-10-26 13:35:03,音乐可以改变一个人的思想,我也来听了。
2020-10-26 12:32:09,奈何苦聚,回来听
2020-10-25 22:36:30,天道元乱,不要回答！
2020-10-25 20:54:54,邪水1327,我来啦！
2020-10-25 19:13:24,Damocles_Oxygen,大刘上帝之手[doge]
2020-10-25 18:22:02,推一下眼角膜,当时好像有智子干扰
2020-10-25 18:20:39,推一下眼角膜,把三体一和三在看亿遍后来说话
2020-10-25 18:07:03,我从手卡发动十二兽的会局,第一舰队才百分之一光速，这里指的是光速接近的第二舰队。
2020-10-25 13:58:32,抱歉-_-昵称加载失败,哦[多多调皮]
2020-10-25 11:16:29,大部分都行,这才是文明
2020-10-25 10:57:01,人语湖口笙,藏好自己，做好清理
2020-10-25 10:56:01,人语湖口笙,死神永生里不是写了吗，高级文明不仅随意使用二向箔打击，还拥有把自己降维生存的能力
2020-10-25 10:54:41,烟渚孤鸿,谢谢你们[多多大笑]
2020-10-25 09:49:01,possibility-朱家福,人类不（配）感激罗辑
2020-10-25 09:25:57,抱歉-_-昵称加载失败,猜疑链啊，猜疑链
2020-10-24 20:56:37,抱歉-_-昵称加载失败,预言家啊
2020-10-24 20:56:15,抱歉-_-昵称加载失败,在有科技的情况下，按照黑暗森林法则，干脆把10个都吸了好了🐶[狗]
2020-10-24 20:35:31,抱歉-_-昵称加载失败,我有一个问题：二向箔只能清理不会光速飞船的低级文明，那幸存的高级文明会反倒成为自己的威胁，所以二向箔是不是并不好用
2020-10-24 20:30:02,抱歉-_-昵称加载失败,是作品集《流浪地球》中的
2020-10-24 20:27:23,抱歉-_-昵称加载失败,emm三体舰队不是早就出发了吗
2020-10-24 20:20:17,无形的孤独,有点东西
2020-10-24 18:35:01,StarRimCity,但，宇宙不是童话
2020-10-24 18:09:44,抱歉-_-昵称加载失败,他们知道脑电波传不了那么远
2020-10-24 18:03:40,抱歉-_-昵称加载失败,7！
2020-10-24 17:55:49,咒念怨,那就是正常的了，我们班女生也是这样。。。
2020-10-24 15:51:58,好名子都被抢了,罗辑是实在带不动人类想不开自杀了吧
2020-10-24 15:17:23,不靠谱的zero君,我就说知乎为什么给我推黑暗森林有关的话题！
2020-10-24 15:13:41,GA神说要有光,你的三体什么时候出第二季
2020-10-24 14:39:44,鬼山莲泉kenny,抛砖引玉
2020-10-24 12:11:09,Dust尘埃sans,动漫电影什么时候播2021几月
2020-10-24 11:39:20,胖橙_陈,你看下能召唤怪兽的贝利亚吧，几乎吊打所有奥特曼，冰冻整个光之国，但是挡不了奥特之王的一招
2020-10-24 10:43:34,一个快自闭的人_Md1s,当这个音乐响起的时候，逻辑在电梯里面思考舰队怎么被围歼了？
2020-10-24 10:43:21,花心大辣椒,感谢[拜][拜]
2020-10-24 01:22:34,屑刀客塔想考到810分,而且整天看言情小说
2020-10-24 01:22:17,屑刀客塔想考到810分,对
2020-10-23 22:31:25,咒念怨,给我来个一箱，好让我朋友早日去往二次元【doge】
2020-10-23 22:24:39,咒念怨,但没有庄颜那罗辑到现在都搞不懂黑暗森林
2020-10-23 22:18:44,咒念怨,这是女的？
2020-10-23 21:24:45,逆着时光的人,我也是怎么想的!最初的几个文明之间会发生战争，但他们像几个垄断的帝国一样，在没有绝对把握的情况下不会向最初的几个文明帝国发动战争，而会选择虐杀新崛起的文明种子，战争后期后时代的文明组成联盟向早时代的文明发动进攻，就和三体三中剧情一致了。
2020-10-23 20:54:17,此帐号在注销,对，属于那种想了很多（远多于2K响）的野生钢印族，自己看透了人类必败。
2020-10-23 20:49:16,岚荒渡,那最后的宇宙联合公报为什么会有地球语啊（只剩两个人不算一个文明吧，还有发布者即使知道也应该不会专门发布地球语信息吧）
2020-10-23 20:48:34,此帐号在注销,真的。。。一片降维，歌者那片丢晚了验尸了
2020-10-23 20:47:03,此帐号在注销,废话！！！当然选咸鱼！！！！！
2020-10-23 20:43:53,岚荒渡,您好，很高兴认识你。我是一个量子态生命，更准确来说应该是量子幽灵，如果您要研究雷球的话，可能会成为与我一样的存在，请慎重。
2020-10-23 20:39:02,岚荒渡,两种可能，一种是唯一的11维幸存者，另一种是惟一的0维文明（个人的猜测
2020-10-23 20:39:01,没有泡面的老坛不是我要的调料包,是这样？真实情况应该是第一遍啥意思啊？第二遍嗯有点意思，第三遍罗维我就是这个意思，伸手抹脖子。
2020-10-22 22:31:28,来自非人哉的啸天xt,有可能归零者是高维世界的文明呢？
2020-10-22 20:24:34,声殳香呀,看了小说，又听歌，激起一身鸡皮。傻孩子，快跑啊
2020-10-22 14:43:11,崩崩2008,对！国番之光！
2020-10-22 14:42:48,AM瑛子,太惨了呜呜
2020-10-21 22:29:47,南阳hate,傻孩子们！快跑啊！
2020-10-21 22:24:05,网易用户9732110,不可能，没喷
2020-10-21 22:20:58,网易用户9732110,倒不如说人类女性话是智子暗中操控
2020-10-21 21:31:32,Rick-est_Rick,我的主啊，你学会了欺骗
2020-10-21 21:31:13,Rick-est_Rick,毁 灭 打 击
2020-10-21 21:25:25,Rick-est_Rick,没关系的东方，都一样
2020-10-21 21:11:32,翎十,智子日志：监听人类第一个时间记录单位，听人类说有文化的大部分是学生。第二个时间记录单位，大学生是什么神奇物种。第三个时间记录单位，监控人类分类——大学生，日志到此结束，该文明不能毁灭，实行转播计划，三体人民要看沙雕。
2020-10-21 19:26:18,WaynePiedmont,以上均为我的缝合理论，也有可能两个小说完全不是同一个宇宙，轻喷。
2020-10-21 19:24:21,WaynePiedmont,归零者可能也是遵守着黑森法则:不向其他文明透露文明进化方法，因为如果别的文明也突破了技术极限那也就会对归零者发起进攻
2020-10-21 19:22:32,WaynePiedmont,我个人半支持技术爆炸限度论，个人认为归零者和大刘写的《朝闻道》里的排险者文明差不多:归零者文明的前期也是普通文明，在接受到了上一个宇宙发出的某种能持续存在的信息后发生技术爆炸，且突破了原有的限度，其他文明无法突破这个范围导致能力最高只能到这么点。
2020-10-21 18:58:09,默哀坠落,所谓道德加上萝莉[亲亲]
2020-10-21 18:16:24,翎十,是真的。。。
2020-10-21 18:14:50,翎十,程心啊必须，我觉得她是外星人派来的卧底
2020-10-21 18:13:13,翎十,哈哈哈哈哈哈哈哈
2020-10-21 18:05:30,翎十,这个电音！我直接泪目。罗辑，一位人类不配拥有的英雄。
2020-10-21 16:41:17,央山-凯先生,原来真的会对小说中的人物热泪盈眶，泪流满面啊！ 最近在看大刘的另一部作品《球状闪电》，非常好看，林云，好想抱抱你..
2020-10-21 16:39:17,央山-凯先生,想到这个男人，我就有些同情他，怎么就遇到了程心这个渣女，她负了云天明，亦负了维德..尽管她似乎很善良，甚至被称为“程圣母”，但我实在对她不太喜欢...
2020-10-21 13:30:12,鬼山莲泉kenny,怎么没人吹吹云天明，一个真正的大神，通过三个童话故事传递了那么海量的技术信息！“你看，那是我我给你买下的一颗星星”
2020-10-21 03:52:02,舜MinutestoMidnight,王者世界架构大刘做的
2020-10-20 23:18:44,人生真是个迷啊,“为了战争的胜利，竟要付出这样的代价吗?”程心“总比死了强。”关一帆
2020-10-20 20:08:08,咒念怨,不不不，因为庄颜罗辑才真正开始工作，为后来罗辑推理出黑暗森林理论做了铺垫
2020-10-20 20:02:20,咒念怨,三体之前有讲过，黑暗森林只是星际战争中打冷枪的存在，真正高级的文明是不屑于隐藏自己的
2020-10-20 19:33:00,起名好难200306,只能说程心是时代的选择
2020-10-20 19:25:44,起名好难200306,当时的行星防御理事会主席是代表联合国和太阳系舰队的，只能说是部分人的代表，并且当时另外六个执剑人的候选者都认为程心不适合当执剑人
2020-10-20 19:21:44,起名好难200306,程心不是被全人类选择的，她是以得到的票数是第二名的将近一倍当了执剑人的，选她的人可能有些是因为她把那两颗行星给了人类，于是人类认为她是圣母。而且经过时间的推移，当时的执剑人被认为是拥有巨大权力的独裁者，行星防御理事会主席认为让一个圣母成为执剑人可以避免大面积恐慌
2020-10-20 19:18:41,起名好难200306,程心不是被全人类选择的，她是以得到的票数是第二名的将近一倍当了执剑人的，选她的人可能有些是因为她把那些附属星球给了人类，于是人类认为她是圣母。而且经过时间的推移，当时的执剑人被认为是拥有巨大权力的独裁者，行星防御理事会主席认为让一个圣母成为执剑人可以避免大面积恐慌
2020-10-20 15:16:22,JO是珠,大佬：妈的这小家伙自由麦太吵了，得想个办法摁掉它
2020-10-20 09:17:06,在下孟德,伴奏比人声大
2020-10-19 20:13:19,卓sir_sFuZ,我觉得那是三体对逻辑的尊敬
2020-10-19 17:24:31,-杯酒尚温-,让我获赞，这是计划的一部分[奸笑]
2020-10-19 11:59:25,默哀坠落,同归于尽，三体自然不愿意。人类是被迫同归于尽
2020-10-19 10:01:50,你确定你期末考能过吗,应该是警察局
2020-10-19 08:48:00,laughing1011,他们的决定都是正确的
2020-10-19 08:47:37,laughing1011,其实面壁者都是伟大的～
2020-10-19 01:00:02,一只永远单身的狗剑客,这……云天明走好
2020-10-18 22:45:57,DesLee-genius,二向箔什么的，，以后二维世界要不要用一向丝？之前是不是还用过三向方什么的(●°u°●)​ 」
2020-10-18 21:14:16,五行缺欧QAQ,我也认为是三体人是会欺骗的，书中都有明确写到三体科学执政官在欺骗元首，三体人说自己思维透明显然是在误导人类
2020-10-18 20:09:49,homo第114514号,然而从第一部的种种细节来看，三体人是会欺骗的，三体人对地球人类最大的欺骗便是它们不会欺骗
2020-10-18 20:06:20,homo第114514号,但大刘承认了是笔误，但这却成了一个点睛之笔，正如文中的一句话“你再快也有比你更快的”
2020-10-18 17:37:14,皮鼠鸽鸽怪,云 读 者
2020-10-18 17:18:22,小伙子你不讲武德啊喂,不知名妹纸:我淦了罗辑[大笑]
2020-10-18 16:28:50,皮鼠鸽鸽怪,各个国家之间不早已开始了吗
2020-10-18 14:14:33,中二伦也,我劝三体电影，不要拍摄！！！不要拍摄！！！不要拍摄！！！
2020-10-18 13:32:30,猹就是猹-终究会被闰土抓,封面：三体文明与地球文明坐在黑暗森林篇末尾罗辑带来的暂时的光芒中无言相对．
2020-10-18 11:57:18,one哥忠实粉,骄兵必败是古话了，但还是没人吸取教训
2020-10-18 11:56:43,one哥忠实粉,三体人后面也有点飘了，不过没人类那么离谱
2020-10-18 01:36:57,悸病歆,三个王国的故事[西西奸笑][西西奸笑]
2020-10-17 23:05:34,如只是过客,维德呢？这么一个狠人都不上榜？
2020-10-17 19:18:54,陆柒拾参,关于这个，你可以去看一个叫做会穿越的流浪星球的小说，里面有对于归零者的一些推测
2020-10-17 19:17:36,陆柒拾参,这个某个沙雕小说里还真有...... 好像叫会穿越的流浪星球
2020-10-17 17:50:49,某科学的御坂14389号,冰冻罗非鱼，比刀还锋利还硬[大哭]
2020-10-17 14:20:22,小伙子你不讲武德啊喂,我看了三体后整个人都不好了
2020-10-17 13:53:05,小伙子你不讲武德啊喂,藏好自私，作好清理
2020-10-17 13:47:22,小伙子你不讲武德啊喂,旅行者9号预计三年后飞离太阳系……里面有一条坐标——地球[西西惊讶]
2020-10-17 11:42:30,猹就是猹-终究会被闰土抓,咸鱼是菜鸟？（MC)
2020-10-17 11:41:59,猹就是猹-终究会被闰土抓,披萨是怪诞小镇吗
2020-10-17 09:19:46,____iridescent__,知道m78星云原来的太阳为什么会熄灭了吧
2020-10-16 22:58:25,洛水迪,已阅，狗屁不通[多多捂脸]
2020-10-16 20:45:18,隐翼极光,看完第二部不敢看第三部了，第三部可太致郁意难平了ヘ(_ _ヘ)太黑了……感觉停在第二部也不错的样子[大哭]
2020-10-16 20:35:14,franklims,真惨
2020-10-16 03:19:26,一个人类7,有没有配乐版本？
2020-10-15 19:31:04,爱坑哈哈,同城诶
2020-10-14 20:36:39,猫-线-球,他的归宿是星辰大海
2020-10-14 13:00:05,薄荷之夏233,挂个名而已
2020-10-14 08:38:55,是李华,已阅，狗屁不通
2020-10-13 21:52:01,灵界行,专辑封面黑暗森林的混沌感，很贴切啊
2020-10-13 21:26:08,澄杳,来了，爱了，给了她一颗星星，走了
2020-10-13 13:32:15,世界聚焦于你--777,归零者：我就是群星开局，开局就有跃迁，黑暗森林是啥?
2020-10-13 10:17:33,感冒了要吃药,我们不能拿自己的文明去类推他们。他们未必经历过我们文明的后生阶段。你在论证条条大路通罗马，是低文明到高文明的阶段，但假如有的文明一开始起点就很高呢？他们一出生就在罗马，不需要任何进化，而我们为了生存，不得不进化出一切。黑暗森林法则也许对9成文明适用，但对归零者，不适用。
2020-10-12 22:58:07,季灵仙,这是人类的落日！
2020-10-12 22:27:53,人间正道涵子哥,自然选择号，前进四！
2020-10-12 21:37:54,止一forever,叶文洁最有用，统帅要是没按下回复三体的按钮，三部曲都没了
2020-10-12 21:11:53,霊籠三体,刘慈欣写的王者荣耀剧情，马化腾亲自请来的，可以搜索查
2020-10-12 21:11:11,霊籠三体,韦德
2020-10-12 21:10:58,霊籠三体,赞同
2020-10-12 21:10:40,霊籠三体,牛逼！！！
2020-10-12 19:25:41,Alexcnl,我们学校课间放了这首歌[可爱]
2020-10-12 16:59:07,jimmy浮云,好的，所以我没点赞🌚🌝
2020-10-11 19:10:07,152826153562151756153533,前进，不择手段的前进——托马斯·维德。  得想办法让船在白天通过——大史。  爸，这次好像要判很重的——史晓明。 你还能改造改造弓箭啊，刀啊，我他妈干什么去——丁仪
2020-10-11 19:09:35,152826153562151756153533,前进，不择手段的前进——托马斯·维德。  得想办法让船在白天通过——大史。  爸，这次好像要判很重的——史晓明。 你还能改造改造弓箭啊，刀啊，我他妈干什么去——丁仪
2020-10-11 16:13:01,破壁者鲲,真，死神，永生
2020-10-11 15:26:20,氢氦锂铍硼CNOFNe,大西洋沉船里的都绿了的罗辑快乐酒专家鉴定：能喝（附：引用时请注意剂量）
2020-10-11 15:20:16,凌凌宝贝Shaw,人类不感谢罗辑——
2020-10-11 14:56:16,峻See,地球人：我日三体人：我晶
2020-10-11 14:50:38,峻See,太阳快落下去了，你们的孩子居然不害怕？“ 当然不害怕，她知道明天太阳还会升起来的。”
2020-10-11 14:49:23,峻See,我们还是失败的计谋上。
2020-10-11 14:47:52,峻See,住手！
2020-10-11 14:45:38,峻See,黑 真tm黑
2020-10-11 14:40:19,峻See,碑是那么小，与其说是为了纪念，更像是为了忘却。老大刘了[大笑]
2020-10-11 14:36:23,峻See,海干了鱼就要聚集在水洼里，水洼也在干涸，鱼都将消失。
2020-10-11 12:48:36,1350436590,这一刻，沧海桑田。
2020-10-11 10:55:19,星曦来了吖,不，伴随着失火，牢底坐穿
2020-10-11 10:33:06,飞鳄捕歌,傻孩子们，快跑
2020-10-11 08:31:52,猫猫紫夜也是Rachel,这是计划的一部分
2020-10-11 08:13:34,醉光阴Childe,二向箔：说出来你可能不信，我差点没有单杀罗辑，是他自己送的人头！罗辑：你们辛苦了，我也累了！
2020-10-10 23:58:50,烟云梦染,兄弟，你这个我可以帮你介绍小说编辑，不骗你
2020-10-10 23:20:54,墓楚,恩恩，谢谢科普，那怪我见识短，但是TF是硅基生命。
2020-10-10 22:23:47,mymaverick,不要返回，这里不是家
2020-10-10 22:18:00,mymaverick,陨石雨
2020-10-10 21:09:22,我笑了他,水滴：老子不想杀他而己
2020-10-10 19:27:25,ZayinTet柒玖,人类亲手把自己推进了深渊啊
2020-10-10 00:35:59,-HoHO,那用得着恒星啊 后面人类就反叛暴动了  前途渺茫啊
2020-10-09 23:34:09,嗷嗷嗷嗷啊啊啊嗯,你这纯属阴谋论，三体人有病编个这理由？
2020-10-09 23:27:22,嗷嗷嗷嗷啊啊啊嗯,没看书？罗辑设置的程序，如果他死了，三体世界坐标立马暴露，罗辑用自杀的威胁建立了威慑，三体还巴不得罗辑好好活着
2020-10-09 23:25:14,嗷嗷嗷嗷啊啊啊嗯,我相信星舰人类没有被灭
2020-10-09 20:21:32,DAADVD,不是说地球在歌者文明母核的航道附近吗？
2020-10-09 18:45:24,猫猫紫夜也是Rachel,隐藏好自己，做好清理
2020-10-09 18:05:45,浊心待明,日！晶！
2020-10-09 17:47:55,kikwliku,众所周汁儿，流浪地球不是逃亡
2020-10-09 15:36:39,obitine-obisiri,其实次声波武器杀人于无形也很恐怖
2020-10-09 11:05:19,一只耳机没声音,三体人不配听这首
2020-10-09 01:15:02,Lin4_,你咋看的啊。。星舰人类建立了新世界，关一帆是随新世界的侦查队一起去到那颗星球遇到程心的，三体第二舰队与未知文明发生大战，第一舰队在新星球重新建立了文明
2020-10-09 01:02:15,Lin4_,前进前进！不择手段的前进！
2020-10-08 22:22:22,是闪电啦,不要回复！不要回复！不要回复！
2020-10-08 18:54:28,希姆剑心,这是个无解伪命题。你们忘记了猜疑链了。归零者的广播没有任何意义。宇宙不会重启的。
2020-10-08 15:33:45,-SCP中國分部-,全员进入深海模式，自然选择号，前进四！
2020-10-08 14:41:58,爱喝茶的吸血鬼,要多想🌚
2020-10-08 14:14:06,雨打阁楼闻听曲,无知就是无知。何必强装人呢？
2020-10-08 13:35:39,SMD圣萌岛,云天明：我不宣誓，在这个世界里我感到自己是个外人也没得到过多少快乐和幸福，也没得到过多少爱，当然这都是我的错……维德：这游戏真有趣，是吧？
2020-10-08 10:13:45,凌晨零点的风,他们的发展比我们快，并且早在我们之前就已经用了某种监视技术监视我们，或者他们早就猜到了文明之间会相互猜疑，相互监视以避免技术爆炸带来的威胁，因此他们能够通过监视别人的监视系统来达到掌握各文明的目的，再一个，他们本来就发展比其他文明早，也不需要怕技术爆发，因为即使爆发了也伤不到他们
2020-10-08 08:24:09,H_X_T猫头鹰,愤怒青年
2020-10-08 00:21:08,X熊者无敌X,谢谢你
2020-10-07 23:50:57,hhhhnub,归零者可能经历了无数宇宙轮回
2020-10-07 23:01:16,凤冰大大,20年的来了
2020-10-07 23:00:25,凤冰大大,谢谢宁们
2020-10-07 20:57:53,仙女养的居-,@梧桐少女nian 倒带木有VIP的，也不需要付费
2020-10-07 20:44:56,胖_砸,邪乎到家必有鬼
2020-10-07 20:42:36,player_11,黑，真tm黑
2020-10-07 20:33:13,羽月意织,ufo就和百慕大一样都是阴谋论者的鬼话，你是小学生还是中二病，真特么以为人类的飞行器是从脑洞里飞出来的？
2020-10-07 19:06:44,鲁鲁修-Vi-布列塔尼亚,我在想，拯救世界的也许就是你，庄颜
2020-10-07 17:15:12,-极夜伏特加-,大史，一位本是茫茫历史长河中平凡的人，相对于其他三位，并无异常灼眼的地位，也没有产生决定性因素，但人类回望历史时会发现，他确实站在了和其他三位同等重要的位置上。
2020-10-07 16:32:54,FUll口FPowER丶,额，提出来直接就炸了。你在多看看书吧
2020-10-07 16:30:51,九卿卿卿卿卿_FOOF,那个公主很像你唉——艾AA《三体III—死神永生》
2020-10-07 15:36:35,狂妄之人fafa,第五位我知道是谁
2020-10-07 12:57:13,奈何苦聚,对啊我说的就是智子
2020-10-07 11:51:59,-_---____--_-_-_--,不，还有更加长远的因素导致叶文洁发出信息，是因为WG等影响导致叶文洁发出信息
2020-10-07 11:48:42,-_---____--_-_-_--,这是基因导致的，男性基因越来越少，而且基因让我们的审美偏向于女性化，所以阴盛阳衰
